City,City (ascii),Lat,Long,Country,ISO2,ISO3,State,State Abbreviation,Capital,Primary Capital,Admin Capital,Minor Capital,Population
Sergiyev Posad,Sergiyev Posad,56.33,38.17,Russia,RU,RUS,Moskovskaya Oblast’,,,,,,109252
Tolyatti,Tolyatti,53.4804,49.53,Russia,RU,RUS,Samarskaya Oblast’,,,,,,702879
Uelen,Uelen,66.1541,-169.8106,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,776
Skovorodino,Skovorodino,53.9833,123.9167,Russia,RU,RUS,Amurskaya Oblast’,,,,,,10007
Kyakhta,Kyakhta,50.3527,106.4527,Russia,RU,RUS,Buryatiya,,,,,,18431
Zvezdnyy,Zvezdnyy,70.9566,-179.59,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,10
Dalnerechensk,Dalnerechensk,45.9273,133.7223,Russia,RU,RUS,Primorskiy Kray,,,,,,28300
Bikin,Bikin,46.8203,134.2649,Russia,RU,RUS,Khabarovskiy Kray,,,,,,19659
Magdagachi,Magdagachi,53.45,125.8,Russia,RU,RUS,Amurskaya Oblast’,,,,,,11739
Shimanovsk,Shimanovsk,52.0024,127.6975,Russia,RU,RUS,Amurskaya Oblast’,,,,,,21466
Zeya,Zeya,53.75,127.2666,Russia,RU,RUS,Amurskaya Oblast’,,,,,,26999
Neftekamsk,Neftekamsk,56.0835,54.2631,Russia,RU,RUS,Bashkortostan,,,,,,126805
Nordvik,Nordvik,74.0165,111.51,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,0
Khatanga,Khatanga,72.0411,102.465,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,3205
Agapa,Agapa,71.4504,89.25,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,10
Yessey,Yessey,68.4837,102.1666,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,10
Nakhodka,Nakhodka,42.8374,132.8874,Russia,RU,RUS,Primorskiy Kray,,,,,,159551
Partizansk,Partizansk,43.1349,133.1349,Russia,RU,RUS,Primorskiy Kray,,,,,,42489
Kodinskiy,Kodinskiy,58.6981,99.1777,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,15670
Khabarovsk,Khabarovsk,48.455,135.12,Russia,RU,RUS,Khabarovskiy Kray,,admin,,TRUE,,579000
Boyarka,Boyarka,70.767,97.5,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,35968
Savetskaya Gavan,Savetskaya Gavan,48.9699,140.2749,Russia,RU,RUS,Khabarovskiy Kray,,,,,,29740
Uyar,Uyar,55.8104,94.3153,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,13167
Bogotol,Bogotol,56.2165,89.5184,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,23622
Lesosibirsk,Lesosibirsk,58.2433,92.4833,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,65945
Noginsk,Noginsk,64.4833,91.2333,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,229731
Artemovsk,Artemovsk,54.3487,93.4355,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,4948
Podkamennaya,Podkamennaya,61.5995,90.1236,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,10
Dikson,Dikson,73.507,80.5451,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,1113
Igarka,Igarka,67.4671,86.5833,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,7470
Komsa,Komsa,61.868,89.2577,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,10
Kansk,Kansk,56.19,95.71,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,101502
Arsenyev,Arsenyev,44.1623,133.2823,Russia,RU,RUS,Primorskiy Kray,,,,,,58700
Starorybnoye,Starorybnoye,72.7666,104.8,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,10
Zaozernyy,Zaozernyy,55.962,94.7028,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,33865
Achinsk,Achinsk,56.27,90.5,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,117634
Omolon,Omolon,65.25,160.5,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,1050
Pevek,Pevek,69.7008,170.3133,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,4837
Mikhalkino,Mikhalkino,69.4244,161.4811,Russia,RU,RUS,Sakha (Yakutiya),,,,,,570
Lesozavodsk,Lesozavodsk,45.4748,133.4298,Russia,RU,RUS,Primorskiy Kray,,,,,,41778
Pokrovsk,Pokrovsk,61.4934,129.1272,Russia,RU,RUS,Sakha (Yakutiya),,,,,,9763
Olyokminsk,Olyokminsk,60.5032,120.3926,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10000
Svobodnyy,Svobodnyy,51.4062,128.1312,Russia,RU,RUS,Amurskaya Oblast’,,,,,,63620
Omsukchan,Omsukchan,62.5333,155.8,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,4201
Tynda,Tynda,55.1743,124.7076,Russia,RU,RUS,Amurskaya Oblast’,,,,,,37335
Omchak,Omchak,61.6333,147.9167,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,10
Progress,Progress,49.7504,129.6167,Russia,RU,RUS,Amurskaya Oblast’,,,,,,146
Belogorsk,Belogorsk,50.9191,128.4637,Russia,RU,RUS,Amurskaya Oblast’,,,,,,70203
Susuman,Susuman,62.7833,148.1668,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,7367
Amursk,Amursk,50.2228,136.8974,Russia,RU,RUS,Khabarovskiy Kray,,,,,,46993
Kavalerovo,Kavalerovo,44.2702,135.0498,Russia,RU,RUS,Primorskiy Kray,,,,,,18657
Dalnegorsk,Dalnegorsk,44.5372,135.5172,Russia,RU,RUS,Primorskiy Kray,,,,,,8123
Ishim,Ishim,56.1502,69.4498,Russia,RU,RUS,Tyumenskaya Oblast’,,,,,,67762
Yakutsk,Yakutsk,62.035,129.735,Russia,RU,RUS,Sakha (Yakutiya),,admin,,TRUE,,235600
Kamenna Obi,Kamenna Obi,53.7936,81.3388,Russia,RU,RUS,Altayskiy Kray,,,,,,44564
Severobaykalsk,Severobaykalsk,55.634,109.313,Russia,RU,RUS,Buryatiya,,,,,,25800
Trofimovsk,Trofimovsk,72.5997,127.0337,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Novorossiysk,Novorossiysk,44.73,37.7699,Russia,RU,RUS,Krasnodarskiy Kray,,,,,,241856
Inta,Inta,66.0374,60.1674,Russia,RU,RUS,Komi,,,,,,22921
Gyda,Gyda,70.8814,78.4661,Russia,RU,RUS,Yamalo-Nenetskiy Avtonomnyy Okrug,,,,,,10
Uray,Uray,60.1401,64.7548,Russia,RU,RUS,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,,,,,39878
Tobolsk,Tobolsk,58.1998,68.2648,Russia,RU,RUS,Tyumenskaya Oblast’,,,,,,113800
Suntar,Suntar,62.1444,117.6319,Russia,RU,RUS,Sakha (Yakutiya),,,,,,8639
Vorkuta,Vorkuta,67.5,64.01,Russia,RU,RUS,Komi,,,,,,80039
Uzhur,Uzhur,55.3292,89.8207,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,19212
Bilibino,Bilibino,68.0504,166.3333,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,5757
Tiksi,Tiksi,71.6269,128.835,Russia,RU,RUS,Sakha (Yakutiya),,,,,,5700
Beringovskiy,Beringovskiy,63.0655,179.3067,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,1861
Okha,Okha,53.5739,142.9479,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,26560
Nogliki,Nogliki,51.8333,143.1667,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,10098
Ambarchik,Ambarchik,69.651,162.3336,Russia,RU,RUS,Sakha (Yakutiya),,,,,,0
Spassk Dalniy,Spassk Dalniy,44.6002,132.8198,Russia,RU,RUS,Primorskiy Kray,,,,,,45900
Komsomolsk na Amure,Komsomolsk na Amure,50.555,137.02,Russia,RU,RUS,Khabarovskiy Kray,,admin,,TRUE,,275908
Ust Kamchatsk,Ust Kamchatsk,56.2135,162.435,Russia,RU,RUS,Kamchatskiy Kray,,,,,,4939
Sagastyr,Sagastyr,73.3779,126.5924,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Birobidzhan,Birobidzhan,48.7974,132.9508,Russia,RU,RUS,Yevreyskaya Avtonomnaya Oblast’,,admin,,TRUE,,76146
Obluchye,Obluchye,49,131.0833,Russia,RU,RUS,Yevreyskaya Avtonomnaya Oblast’,,,,,,10000
Manily,Manily,62.55,165.3,Russia,RU,RUS,Kamchatskiy Kray,,,,,,10
Chersky,Cherskiy,68.7501,161.33,Russia,RU,RUS,Sakha (Yakutiya),,,,,,3707
Bol'sheretsk,Bol'sheretsk,52.439,156.3594,Russia,RU,RUS,Kamchatskiy Kray,,,,,,10
Oktyabrskiy,Oktyabrskiy,52.6636,156.2387,Russia,RU,RUS,Kamchatskiy Kray,,,,,,67386
Chegdomyn,Chegdomyn,51.1178,133.0241,Russia,RU,RUS,Khabarovskiy Kray,,,,,,14855
Evensk,Evensk,61.95,159.2333,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,2024
Utkholok,Utkholok,57.5504,157.2333,Russia,RU,RUS,Kamchatskiy Kray,,,,,,10
Karamken,Karamken,60.2004,151.1666,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,10
Kartaly,Kartaly,53.0474,60.6819,Russia,RU,RUS,Chelyabinskaya Oblast’,,,,,,28503
Siglan,Siglan,59.0337,152.4166,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,10
Ust Nera,Ust Nera,64.5666,143.2,Russia,RU,RUS,Sakha (Yakutiya),,,,,,9148
Pakhachi,Pakhachi,60.5816,169.05,Russia,RU,RUS,Kamchatskiy Kray,,,,,,10
Nakhodka,Nakhodka,67.7504,77.52,Russia,RU,RUS,Yamalo-Nenetskiy Avtonomnyy Okrug,,,,,,159551
Magadan,Magadan,59.575,150.81,Russia,RU,RUS,Magadanskaya Oblast’,,admin,,TRUE,,95282
Menkere,Menkere,67.9886,123.3505,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Strelka,Strelka,61.867,152.2502,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,10
Tunguskhaya,Tunguskhaya,64.9004,125.25,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Sangar,Sangar,63.9241,127.4739,Russia,RU,RUS,Sakha (Yakutiya),,,,,,4633
Terbyas,Terbyas,64.3761,120.5469,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Zhigansk,Zhigansk,66.7697,123.3711,Russia,RU,RUS,Sakha (Yakutiya),,,,,,3237
Vilyuysk,Vilyuysk,63.7553,121.6248,Russia,RU,RUS,Sakha (Yakutiya),,,,,,9948
Verkhnevilyuysk,Verkhnevilyuysk,63.4457,120.3167,Russia,RU,RUS,Sakha (Yakutiya),,,,,,6341
Klyuchi,Klyuchi,56.3,160.85,Russia,RU,RUS,Kamchatskiy Kray,,,,,,1089
Palatka,Palatka,60.1,150.9,Russia,RU,RUS,Magadanskaya Oblast’,,,,,,21452
Krasnoyarsk,Krasnoyarsk,56.014,92.866,Russia,RU,RUS,Krasnoyarskiy Kray,,admin,,TRUE,,925000
Mukhomornoye,Mukhomornoye,66.4171,173.3333,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,100
Anadyr,Anadyr,64.737,177.475,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,admin,,TRUE,,10332
Logashkino,Logashkino,70.8504,153.9,Russia,RU,RUS,Sakha (Yakutiya),,,,,,0
Srednekolymsk,Srednekolymsk,67.45,153.71,Russia,RU,RUS,Sakha (Yakutiya),,,,,,3459
Zyryanka,Zyryanka,65.736,150.89,Russia,RU,RUS,Sakha (Yakutiya),,,,,,3627
Ayan,Ayan,56.4542,138.1673,Russia,RU,RUS,Khabarovskiy Kray,,,,,,1286
Vyazemskiy,Vyazemskiy,47.5328,134.7475,Russia,RU,RUS,Khabarovskiy Kray,,,,,,15247
Chumikan,Chumikan,54.7114,135.3145,Russia,RU,RUS,Khabarovskiy Kray,,,,,,1305
Ugolnye Kopi,Ugolnye Kopi,64.7333,177.7,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,3367
Ulkan,Ulkan,55.9004,107.7833,Russia,RU,RUS,Irkutskaya Oblast’,,,,,,10
Zhilinda,Zhilinda,70.1337,114,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Yeniseysk,Yeniseysk,58.4515,92.1565,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,19920
Ust Olensk,Ust Olensk,72.9978,119.7729,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Udachnyy,Udachnyy,66.4232,112.3965,Russia,RU,RUS,Sakha (Yakutiya),,,,,,15266
Chernyshevskiy,Chernyshevskiy,63.0128,112.4714,Russia,RU,RUS,Sakha (Yakutiya),,,,,,5137
Okhotsk,Okhotsk,59.383,143.217,Russia,RU,RUS,Khabarovskiy Kray,,,,,,5570
Makarov,Makarov,48.6337,142.8,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,6663
Dolinsk,Dolinsk,47.3504,142.8,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,11989
Lavrentiya,Lavrentiya,65.5833,-171.025,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,1242
Korsakov,Korsakov,46.6424,142.7775,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,35091
Yuzhno Sakhalinsk,Yuzhno Sakhalinsk,46.965,142.74,Russia,RU,RUS,Sakhalinskaya Oblast’,,admin,,TRUE,,176484
Khilok,Khilok,51.35,110.45,Russia,RU,RUS,Zabaykal’skiy Kray,,,,,,10627
Khandyga,Khandyga,62.666,135.6,Russia,RU,RUS,Sakha (Yakutiya),,,,,,6796
Nikolayevsk na Amure,Nikolayevsk na Amure,53.1496,140.73,Russia,RU,RUS,Khabarovskiy Kray,,,,,,27152
Ust Maya,Ust Maya,60.4566,134.5433,Russia,RU,RUS,Sakha (Yakutiya),,,,,,3062
Chagda,Chagda,60.1,133.9,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Eldikan,Eldikan,60.8,135.1833,Russia,RU,RUS,Sakha (Yakutiya),,,,,,1516
Verkhoyansk,Verkhoyansk,67.5447,133.385,Russia,RU,RUS,Sakha (Yakutiya),,,,,,1388
Ust Kuyga,Ust Kuyga,70.0171,135.6,Russia,RU,RUS,Sakha (Yakutiya),,,,,,1517
Poronaysk,Poronaysk,49.2416,143.085,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,16677
Aldan,Aldan,58.603,125.3894,Russia,RU,RUS,Sakha (Yakutiya),,,,,,24426
Uglegorsk,Uglegorsk,49.0833,142.0333,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,12669
Nizhneyansk,Nizhneyansk,71.4333,136.0666,Russia,RU,RUS,Sakha (Yakutiya),,,,,,400
Neryungri,Neryungri,56.674,124.7104,Russia,RU,RUS,Sakha (Yakutiya),,,,,,66320
Taksimo,Taksimo,56.3315,114.89,Russia,RU,RUS,Buryatiya,,,,,,10359
Vanino,Vanino,49.0873,140.2425,Russia,RU,RUS,Khabarovskiy Kray,,,,,,18618
De Kastri,De Kastri,51.4666,140.7833,Russia,RU,RUS,Khabarovskiy Kray,,,,,,3615
Provideniya,Provideniya,64.4235,-173.2258,Russia,RU,RUS,,,,,,,2536
Tukchi,Tukchi,57.367,139.5,Russia,RU,RUS,Khabarovskiy Kray,,,,,,10
Nyukzha,Nyukzha,56.5312,121.6131,Russia,RU,RUS,Amurskaya Oblast’,,,,,,10
Severo Kurilsk,Severo Kurilsk,50.6905,156.085,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,2422
Egvekinot,Egvekinot,66.3221,-179.1837,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,2248
Khakhar,Khakhar,57.6666,135.43,Russia,RU,RUS,Khabarovskiy Kray,,,,,,10
Batagay,Batagay,67.656,134.635,Russia,RU,RUS,Sakha (Yakutiya),,,,,,4266
Il'pyrskiy,Il'pyrskiy,59.9674,164.172,Russia,RU,RUS,Kamchatskiy Kray,,,,,,10
Enurmino,Enurmino,66.95,-171.8166,Russia,RU,RUS,Chukotskiy Avtonomnyy Okrug,,,,,,297
Korf,Korf,60.3321,165.8183,Russia,RU,RUS,Kamchatskiy Kray,,,,,,400
Vitim,Vitim,59.4515,112.5578,Russia,RU,RUS,Sakha (Yakutiya),,,,,,3843
Timashevsk,Timashevsk,45.6247,38.9444,Russia,RU,RUS,Krasnodarskiy Kray,,minor,,,TRUE,44024
Tikhoretsk,Tikhoretsk,45.8531,40.1377,Russia,RU,RUS,Krasnodarskiy Kray,,minor,,,TRUE,64387
Tuapse,Tuapse,44.1148,39.0644,Russia,RU,RUS,Krasnodarskiy Kray,,minor,,,TRUE,99145
Apsheronsk,Apsheronsk,44.4687,39.7287,Russia,RU,RUS,Krasnodarskiy Kray,,minor,,,TRUE,45876
Yeysk,Yeysk,46.6988,38.2634,Russia,RU,RUS,Krasnodarskiy Kray,,minor,,,TRUE,87814
Labinsk,Labinsk,44.6348,40.7443,Russia,RU,RUS,Krasnodarskiy Kray,,minor,,,TRUE,61945
Yerema,Yerema,60.3808,107.7794,Russia,RU,RUS,Irkutskaya Oblast’,,,,,,745
Tomsk,Tomsk,56.495,84.975,Russia,RU,RUS,Tomskaya Oblast’,,admin,,TRUE,,535479
Krasnogorsk,Krasnogorsk,48.4615,142.09,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,3304
Kholmsk,Kholmsk,47.0473,142.0624,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,32911
Aleksandrovsk Sakhalinskiy,Aleksandrovsk Sakhalinskiy,50.8975,142.1561,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,12024
Nevelsk,Nevelsk,46.6803,141.8699,Russia,RU,RUS,Sakhalinskaya Oblast’,,,,,,17000
Zemlya Bunge,Zemlya Bunge,74.8983,142.105,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Chokurdakh,Chokurdakh,70.6183,147.8946,Russia,RU,RUS,Sakha (Yakutiya),,,,,,2506
Tulun,Tulun,54.5653,100.5654,Russia,RU,RUS,Irkutskaya Oblast’,,,,,,51330
Chelyabinsk,Chelyabinsk,55.155,61.4387,Russia,RU,RUS,Chelyabinskaya Oblast’,,admin,,TRUE,,1091000
Shalaurova,Shalaurova,73.2204,143.1833,Russia,RU,RUS,Sakha (Yakutiya),,,,,,10
Mogocha,Mogocha,53.7333,119.7666,Russia,RU,RUS,Zabaykal’skiy Kray,,,,,,12647
Petrovsk Zabaykalskiy,Petrovsk Zabaykalskiy,51.2827,108.8327,Russia,RU,RUS,Zabaykal’skiy Kray,,,,,,20889
Blagoveshchensk,Blagoveshchensk,50.2666,127.5333,Russia,RU,RUS,Amurskaya Oblast’,,admin,,TRUE,,221296
Usolye Sibirskoye,Usolye Sibirskoye,52.765,103.645,Russia,RU,RUS,Irkutskaya Oblast’,,,,,,85900
Gorod Maykop,Gorod Maykop,44.6667,40,Russia,RU,RUS,Adygeya,,admin,,TRUE,,
Krasnodar,Krasnodar,45.02,39,Russia,RU,RUS,Krasnodarskiy Kray,,admin,,TRUE,,649851
Petropavlovsk Kamchatskiy,Petropavlovsk Kamchatskiy,53.062,158.623,Russia,RU,RUS,Kamchatskiy Kray,,admin,,TRUE,,187282
Millerovo,Millerovo,48.9379,40.3974,Russia,RU,RUS,Rostovskaya Oblast’,,minor,,,TRUE,38527
Salsk,Salsk,46.4775,41.542,Russia,RU,RUS,Rostovskaya Oblast’,,minor,,,TRUE,61000
Belaya Kalitva,Belaya Kalitva,48.1865,40.7861,Russia,RU,RUS,Rostovskaya Oblast’,,minor,,,TRUE,48098
Kamensk Shakhtinskiy,Kamensk Shakhtinskiy,48.3318,40.2518,Russia,RU,RUS,Rostovskaya Oblast’,,minor,,,TRUE,75814
Chernyakhovsk,Chernyakhovsk,54.6316,21.8109,Russia,RU,RUS,Kaliningradskaya Oblast’,,minor,,,TRUE,45187
Sovetsk,Sovetsk,55.0718,21.882,Russia,RU,RUS,Kaliningradskaya Oblast’,,minor,,,TRUE,43309
Aginskoye,Aginskoye,51.1031,114.5228,Russia,RU,RUS,Zabaykal’skiy Kray,,,,,,11491
Tura,Tura,64.2833,100.25,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,5444
Palana,Palana,59.084,159.95,Russia,RU,RUS,Kamchatskiy Kray,,,,,,3671
Dudinka,Dudinka,69.4182,86.225,Russia,RU,RUS,Krasnoyarskiy Kray,,,,,,23619
Novocherkassk,Novocherkassk,47.42,40.08,Russia,RU,RUS,Rostovskaya Oblast’,,,,,,166974
Cyangugu,Cyangugu,-2.4796,28.9,Rwanda,RW,RWA,Western Province,,,,,,19900
Kigali,Kigali,-1.9536,30.0605,Rwanda,RW,RWA,,,primary,TRUE,,,860000
Ruhengeri,Ruhengeri,-1.4996,29.63,Rwanda,RW,RWA,Northern Province,,,,,,86685
Nyanza,Nyanza,-2.3496,29.74,Rwanda,RW,RWA,Southern Province,,admin,,TRUE,,225209
Rwamagana,Rwamagana,-1.9487,30.4347,Rwanda,RW,RWA,Eastern Province,,admin,,TRUE,,
Butare,Butare,-2.5896,29.73,Rwanda,RW,RWA,Southern Province,,,,,,77000
Kibungo,Kibungo,-2.1667,30.5333,Rwanda,RW,RWA,Eastern Province,,,,,,46240
Byumba,Byumba,-1.5796,30.06,Rwanda,RW,RWA,Northern Province,,admin,,TRUE,,70593
Gikongoro,Gikongoro,-2.4833,29.5667,Rwanda,RW,RWA,Southern Province,,,,,,15000
Kibuye,Kibuye,-2.05,29.35,Rwanda,RW,RWA,Western Province,,admin,,TRUE,,48024
Gisenyi,Gisenyi,-1.6847,29.2629,Rwanda,RW,RWA,Western Province,,,,,,83623
Gitarama,Gitarama,-2.0696,29.76,Rwanda,RW,RWA,Southern Province,,,,,,87613
Al Qunfudhah,Al Qunfudhah,19.1264,41.0789,Saudi Arabia,SA,SAU,,,,,,,157
At Taif,At Taif,21.2622,40.3823,Saudi Arabia,SA,SAU,Makkah al Mukarramah,,,,,,657282
Qal at Bishah,Qal at Bishah,20.0087,42.5987,Saudi Arabia,SA,SAU,,,,,,,88291
Al Hillah,Al Hillah,23.4895,46.7564,Saudi Arabia,SA,SAU,Ar Riyāḑ,,,,,,594605
As Sulayyil,As Sulayyil,20.4623,45.5722,Saudi Arabia,SA,SAU,Ar Riyāḑ,,,,,,24097
Al Wajh,Al Wajh,26.2324,36.4636,Saudi Arabia,SA,SAU,Tabūk,,,,,,43237
An Nabk,An Nabk,31.3333,37.3333,Saudi Arabia,SA,SAU,Al Jawf,,,,,,10000
Al Kharj,Al Kharj,24.1556,47.312,Saudi Arabia,SA,SAU,Ar Riyāḑ,,,,,,298428
Najran,Najran,17.5065,44.1316,Saudi Arabia,SA,SAU,Najrān,,admin,,TRUE,,369609
Al Bāḩah,Al Bahah,20.0129,41.4677,Saudi Arabia,SA,SAU,Al Bāḩah,,admin,,TRUE,,
Medina,Medina,24.5,39.58,Saudi Arabia,SA,SAU,Al Madīnah al Munawwarah,,admin,,TRUE,,1010000
Hail,Hail,27.5236,41.7001,Saudi Arabia,SA,SAU,Ḩā’il,,admin,,TRUE,,385257
Jizan,Jizan,16.9066,42.5566,Saudi Arabia,SA,SAU,Jāzān,,admin,,TRUE,,105198
Makkah,Makkah,21.43,39.82,Saudi Arabia,SA,SAU,Makkah al Mukarramah,,admin,,TRUE,,1385000
Tabuk,Tabuk,28.3838,36.555,Saudi Arabia,SA,SAU,Tabūk,,admin,,TRUE,,547957
Arar,Arar,30.99,41.0207,Saudi Arabia,SA,SAU,Al Ḩudūd ash Shamālīyah,,admin,,TRUE,,222016
Abha,Abha,18.2301,42.5001,Saudi Arabia,SA,SAU,‘Asīr,,admin,,TRUE,,210886
Ad Damman,Ad Damman,26.4282,50.0997,Saudi Arabia,SA,SAU,Ash Sharqīyah,,admin,,TRUE,,2054710
Buraydah,Buraydah,26.3664,43.9628,Saudi Arabia,SA,SAU,Al Qaşīm,,admin,,TRUE,,398581
Sakakah,Sakakah,30,40.1333,Saudi Arabia,SA,SAU,Al Jawf,,admin,,TRUE,,128332
Riyadh,Riyadh,24.6408,46.7727,Saudi Arabia,SA,SAU,Ar Riyāḑ,,primary,TRUE,,,4465000
Jeddah,Jeddah,21.5169,39.2192,Saudi Arabia,SA,SAU,Makkah al Mukarramah,,,,,,3012000
Hafar al Batin,Hafar al Batin,28.4337,45.9601,Saudi Arabia,SA,SAU,Ash Sharqīyah,,,,,,249194
